transaction_id,customer_id,branch_name,transaction_type,waiting_time,processing_time,transaction_time,date,sentiment,sentiment_score,review_text,bhs
BPI0823N019,N019,BPI Quezon Avenue Espana Branch,customer service,6,5,11,2025-08-23,neutral,2.26,Systems work reliably most of the time with occasional issues.,
BPI0823N014,N014,BPI Masangkay Branch,withdrawal,1,1,2,2025-08-23,neutral,2.45,"No complaints, no compliments",
BPI0823B004,B004,BPI Paco Branch,withdrawal,4,4,8,2025-08-23,neutral,2.97,"Not great, not terrible either",
BPI0823N013,N013,BPI Malabon Gen. Luna Branch,withdrawal,2,2,4,2025-08-23,positive,5.0,24/7 customer service actually works! Got help at midnight.,
BPI0823N008,N008,BPI Divisoria Carmen Planas Branch,loan,7,10,17,2025-08-23,positive,3.02,Educational workshops on financial literacy were excellent.,
BPI0823N011,N011,BPI Intramuros Branch,transfer,2,2,4,2025-08-23,positive,5.0,Foreign exchange rates are better than competitors.,
BPI0823B005,B005,BPI San Francisco Del Monte Branch,encashment,11,6,17,2025-08-23,positive,3.98,Home loan pre-approval process was smooth and transparent.,
BPI0823N014,N014,BPI Sucat Road BF Homes Branch,transfer,9,7,16,2025-08-23,neutral,2.76,"Loan process was by-the-book, no surprises either way.",
BPI0823B002,B002,BPI Quezon Avenue - South Triangle Branch,transfer,6,4,10,2025-08-23,positive,3.2,Senior citizen benefits are generous and well-designed.,
BPI0823N010,N010,BPI Harrison Buendia Branch,encashment,3,3,6,2025-08-23,positive,4.34,"Fast transaction, friendly staff. Will come back again.",
BPI0823N012,N012,BPI Vito Cruz Harrison Branch,withdrawal,5,4,9,2025-08-23,positive,4.52,Quick business account setup. Got everything done in one visit.,
BPI0823N010,N010,BPI Malabon San Bartolome Branch,withdrawal,1,1,2,2025-08-23,positive,5.0,"Great location, helpful people",
BPI0823N015,N015,BPI EDSA Monumento,deposit,1,1,2,2025-08-23,positive,4.69,Quick business account setup. Got everything done in one visit.,
BPI0823N007,N007,BPI Legaspi Columns Branch,encashment,4,3,7,2025-08-23,positive,4.54,Mortgage team was incredibly helpful throughout the process.,
BPI0823B004,B004,BPI Chino Roces Ext. Branch,deposit,4,5,9,2025-08-23,positive,3.78,Senior citizen benefits are generous and well-designed.,
BPI0823B002,B002,BPI Cash And Carry Mall Branch,withdrawal,6,4,10,2025-08-23,positive,4.49,Security measures are top-notch. Feel safe banking here.,
BPI0823N010,N010,BPI Cubao Manhattan Parkview Branch,withdrawal,4,4,8,2025-08-23,positive,4.12,Student account benefits are amazing. No fees at all!,
BPI0823N012,N012,BPI E. Rodriguez Acropolis Branch,withdrawal,5,4,9,2025-08-23,positive,5.0,Credit card application processed same day. Impressive!,
BPI0823B004,B004,BPI Remedios Branch,withdrawal,1,1,2,2025-08-23,positive,4.25,"Great location, helpful people",
BPI0823N014,N014,BPI QC West Triangle Branch,deposit,2,1,3,2025-08-23,positive,4.4,Home loan pre-approval process was smooth and transparent.,
BPI0823N006,N006,BPI Araneta E. Rodriguez Branch,account service,6,6,12,2025-08-23,neutral,2.23,Policies are clearly stated and consistently applied.,
BPI0823N013,N013,BPI GLOBE BGC Branch,deposit,3,3,6,2025-08-23,positive,4.56,Personalized financial advice helped me plan better.,
BPI0823N020,N020,BPI Lagro Branch,customer service,4,5,9,2025-08-23,positive,4.52,No hassle transaction. Staff was accommodating.,
BPI0823N011,N011,BPI Quezon Avenue Kanlaon Branch,transfer,1,1,2,2025-08-23,positive,4.06,Personalized financial advice helped me plan better.,
BPI0823N015,N015,BPI J.P. Rizal Binakod Branch,deposit,1,2,3,2025-08-23,positive,4.94,Branch renovation looks modern and welcoming now.,
BPI0823N016,N016,BPI Espana UST Branch,customer service,8,12,20,2025-08-23,positive,3.73,Mortgage team was incredibly helpful throughout the process.,
BPI0823N016,N016,BPI Rockwell Ortigas Branch,transfer,10,6,16,2025-08-23,positive,3.48,Smooth transaction from start to finish. Well done!,
BPI0823N010,N010,BPI Dr. A. Santos Avenue BF Branch,deposit,2,2,4,2025-08-23,neutral,2.99,Fair service quality. Expected better but okay overall.,
BPI0823N010,N010,BPI Chino Roces Ext. Branch,encashment,2,2,4,2025-08-23,positive,3.08,Professional and courteous staff,
BPI0823N016,N016,BPI Las Pinas Cittadella Branch,transfer,1,1,2,2025-08-23,positive,3.08,Credit card application processed same day. Impressive!,
BPI0823N009,N009,BPI E. Rodriguez Broadway Branch,account service,12,17,29,2025-08-23,neutral,2.78,Wait times vary greatly depending on day and time.,
BPI0823N014,N014,BPI Pasig Capitolyo Branch,withdrawal,4,4,8,2025-08-23,neutral,2.73,Standard procedures followed. Nothing remarkable happened.,
BPI0823N016,N016,BPI Alabang Civic Place Branch,deposit,2,2,4,2025-08-23,positive,4.18,Educational workshops on financial literacy were excellent.,
BPI0823N014,N014,BPI Espana Blumentritt Branch,withdrawal,1,1,2,2025-08-23,positive,4.58,"Fast transaction, friendly staff. Will come back again.",
BPI0823N012,N012,BPI Alabang Ayala Life Branch,encashment,3,2,5,2025-08-23,positive,4.3,Premium banking services justify the additional fees.,
BPI0823B004,B004,BPI Divisoria Branch,encashment,5,6,11,2025-08-23,neutral,2.01,"Loan process was by-the-book, no surprises either way.",
BPI0823N011,N011,BPI Dian Branch,withdrawal,1,1,2,2025-08-23,positive,4.33,Security measures are top-notch. Feel safe banking here.,
BPI0823N010,N010,BPI QC-Sto Domingo Branch,deposit,4,5,9,2025-08-23,positive,3.51,Trust and estate planning services are comprehensive.,
BPI0823B004,B004,BPI EDSA Balintawak Branch,deposit,5,5,10,2025-08-23,neutral,2.75,Mobile app functions adequately for basic banking needs.,
BPI0823N011,N011,BPI Buendia Center Branch,withdrawal,1,1,2,2025-08-23,positive,4.72,Insurance products are reasonably priced and comprehensive.,
BPI0823N009,N009,BPI Kalentong Branch,account service,5,8,13,2025-08-23,neutral,2.07,Did what I needed done,
BPI0823N010,N010,BPI BF Resort Las Pinas Branch,transfer,4,4,8,2025-08-23,positive,4.18,Auto loan rates were the best I found anywhere.,
BPI0823N011,N011,BPI Quezon Avenue - South Triangle Branch,withdrawal,1,1,2,2025-08-23,positive,5.0,Tax preparation service saved me time and money.,
BPI0823N021,N021,BPI Caloocan Camarin Susano Branch,encashment,11,7,18,2025-08-23,positive,3.1,Drive-thru service is super convenient. Never have to get out.,
BPI0823N013,N013,BPI Malabon Panghulo Branch,withdrawal,1,1,2,2025-08-23,neutral,2.85,Investment options are limited but cover basic needs.,
BPI0823N008,N008,BPI Alabang Insular Life Branch,transfer,2,2,4,2025-08-23,positive,4.8,Security measures are top-notch. Feel safe banking here.,
BPI0823N008,N008,BPI Loyola Katipunan Branch,encashment,3,4,7,2025-08-23,positive,3.73,Credit card application processed same day. Impressive!,
BPI0823N018,N018,BPI - Taft Avenue,loan,16,30,46,2025-08-23,negative,1.65,"Crowded branch, insufficient staff. Need more tellers.",
BPI0823N016,N016,BPI EDSA Monumento,withdrawal,1,1,2,2025-08-23,positive,4.93,Quick and easy. No complaints!,
BPI0823N011,N011,BPI Fairview East Branch,deposit,2,2,4,2025-08-23,positive,3.96,"Efficient tellers, minimal wait time. Very pleased.",
BPI0823N015,N015,BPI Old Sta. Mesa,encashment,7,7,14,2025-08-23,positive,3.3,Credit score monitoring service is a great value-add.,
BPI0823N009,N009,BPI Fairview Branch ,encashment,5,4,9,2025-08-23,positive,4.48,Credit score monitoring service is a great value-add.,
BPI0823N010,N010,BPI Retiro Kanlaon Branch,transfer,8,5,13,2025-08-23,positive,3.17,Personalized financial advice helped me plan better.,
BPI0823B002,B002,BPI Baclaran Branch,deposit,6,5,11,2025-08-23,positive,4.26,Quick and professional service. Highly recommended branch.,
BPI0823N011,N011,BPI Roces,deposit,7,6,13,2025-08-23,positive,4.01,Best bank in the area. Never had any issues with their service.,
BPI0823N015,N015,BPI Marikina Gen Ordonez Branch,withdrawal,1,1,2,2025-08-23,positive,4.33,"Parking was easy, service quick",
BPI0823N016,N016,BPI Fairview Terraces Branch,loan,18,26,44,2025-08-23,neutral,2.77,"Fair service, fair prices",
BPI0823N014,N014,BPI Novaliches San Bartolome Branch ATM,customer service,13,16,29,2025-08-23,positive,3.04,Staff remembered my name and preferences. Personal touch appreciated.,
BPI0823N011,N011,BPI Rockwell The Grove,transfer,3,2,5,2025-08-23,neutral,2.83,Pretty standard bank branch,
BPI0823N016,N016,BPI Cash And Carry Mall Branch,transfer,3,2,5,2025-08-23,neutral,2.69,Customer communication could be more proactive overall.,
BPI0823N005,N005,BPI The Residences At Greenbelt Branch,account service,19,20,39,2025-08-23,neutral,2.79,Customer communication could be more proactive overall.,
BPI0823N012,N012,BPI Gateway,transfer,8,6,14,2025-08-23,positive,3.71,Quick business account setup. Got everything done in one visit.,
BPI0823B002,B002,BPI Zobel Roxas Branch,customer service,7,11,18,2025-08-23,neutral,2.4,Mobile app functions adequately for basic banking needs.,
BPI0823N012,N012,BPI Ayala East Branch,deposit,3,4,7,2025-08-23,positive,5.0,Mortgage team was incredibly helpful throughout the process.,
BPI0823N016,N016,BPI Old Sta. Mesa,withdrawal,1,1,2,2025-08-23,positive,3.62,Best bank in the area. Never had any issues with their service.,
BPI0823N006,N006,BPI The Enterprise Center Branch,transfer,2,2,4,2025-08-23,positive,4.69,Drive-thru service is super convenient. Never have to get out.,
BPI0823N014,N014,BPI Malabon Panghulo Branch,customer service,5,5,10,2025-08-23,positive,4.26,"Parking was easy, service quick",
BPI0823N013,N013,BPI Cubao F Castillo Branch,account service,7,9,16,2025-08-23,positive,3.92,Open on weekends which is very convenient for working people.,
BPI0823N024,N024,BPI Ortigas Sapphire Branch,withdrawal,5,4,9,2025-08-23,neutral,2.84,Account features are sufficient for personal banking needs.,
BPI0823N012,N012,BPI Rufino-Esteban Branch,deposit,1,1,2,2025-08-23,positive,4.55,Branch renovation looks modern and welcoming now.,
BPI0823N012,N012,BPI Pasong Tamo Branch,customer service,13,19,32,2025-08-23,neutral,2.51,Pretty standard bank branch,
BPI0823N014,N014,BPI Magallanes South Branch,transfer,4,4,8,2025-08-23,positive,4.8,Wonderful experience! Staff made banking easy and convenient.,
BPI0823N014,N014,BPI Malabon Gen. Luna Branch,encashment,3,4,7,2025-08-23,positive,4.83,Branch renovation looks modern and welcoming now.,
BPI0823N013,N013,BPI Magallanes EDSA Branch,encashment,2,3,5,2025-08-23,positive,5.0,Auto loan rates were the best I found anywhere.,
BPI0823B003,B003,BPI Nueva Branch,encashment,6,8,14,2025-08-23,neutral,2.66,Fair processing time. Service was satisfactory overall.,
BPI0823N013,N013,BPI West Avenue Del Monte Branch,transfer,3,2,5,2025-08-23,positive,4.85,Outstanding customer service. Staff went above and beyond.,
BPI0823N013,N013,BPI Novaliches Sarmiento Branch,encashment,5,5,10,2025-08-23,positive,4.29,"Parking was easy, service quick",
BPI0823B002,B002,BPI Loyola Katipunan Branch,deposit,6,7,13,2025-08-23,positive,4.44,"Fast tellers, clean bathrooms lol",
BPI0823N017,N017,BPI Meralco Branch,deposit,7,4,11,2025-08-23,positive,4.52,Free ATM usage worldwide saved me hundreds in fees.,
BPI0823N012,N012,BPI Rockwell The Grove,withdrawal,1,2,3,2025-08-23,positive,4.14,Quick and professional service. Highly recommended branch.,
BPI0823N010,N010,BPI - One Ayala,deposit,2,2,4,2025-08-23,positive,3.61,Modern branch with excellent customer service standards.,
BPI0823N013,N013,BPI Taft Quirino Avenue Branch,encashment,4,6,10,2025-08-23,positive,3.97,5 stars! Will definitely return,
BPI0823N012,N012,BPI Fairview East Branch,withdrawal,1,1,2,2025-08-23,positive,5.0,Free ATM usage worldwide saved me hundreds in fees.,
BPI0823B006,B006,BPI East Avenue Branch,deposit,8,7,15,2025-08-23,positive,4.4,Free ATM usage worldwide saved me hundreds in fees.,
BPI0823N006,N006,BPI Ayala Avenue SGV Branch,account service,9,14,23,2025-08-23,negative,1.84,"Complicated procedures, unhelpful staff. Frustrating experience.",
BPI0823B004,B004,BPI Kamias Anonas Branch,deposit,2,3,5,2025-08-23,positive,3.69,Refinancing process was hassle-free with great new rates.,
BPI0823N009,N009,BPI Dewey Branch,encashment,8,7,15,2025-08-23,positive,3.46,Staff remembered my name and preferences. Personal touch appreciated.,
BPI0823N013,N013,BPI Shaw Acacia Lane Branch,withdrawal,6,4,10,2025-08-23,positive,4.64,"Fast transaction, friendly staff. Will come back again.",
BPI0823B002,B002,BPI Shaw Mandaluyong Branch,withdrawal,1,1,2,2025-08-23,positive,4.16,Customer loyalty program rewards are actually worthwhile.,
BPI0823N015,N015,BPI Pasig Buting Branch,encashment,3,3,6,2025-08-23,positive,4.74,Mobile check deposit feature saves so much time.,
BPI0823N010,N010,BPI E. Rodriguez Broadway Branch,withdrawal,1,1,2,2025-08-23,positive,5.0,Outstanding customer service. Staff went above and beyond.,
BPI0823N015,N015,BPI Quezon Avenue Delta Branch,encashment,3,4,7,2025-08-23,positive,5.0,Wealth management team exceeded my expectations completely.,
BPI0823N010,N010,BPI Ayala Triangle Branch,withdrawal,5,4,9,2025-08-23,positive,3.02,Staff remembered my name and preferences. Personal touch appreciated.,
BPI0823N008,N008,BPI Marikina Sto. Nino Branch,withdrawal,1,1,2,2025-08-23,positive,4.46,Auto loan rates were the best I found anywhere.,
BPI0823N012,N012,BPI Rise Branch,customer service,5,7,12,2025-08-23,positive,3.54,Outstanding customer service. Staff went above and beyond.,
BPI0823N010,N010,BPI Ermita ,transfer,1,1,2,2025-08-23,positive,4.88,24/7 customer service actually works! Got help at midnight.,
BPI0823N014,N014,BPI Novaliches Sarmiento Branch,account service,21,17,38,2025-08-23,neutral,2.38,"Loan process was by-the-book, no surprises either way.",
BPI0823B004,B004,BPI Salcedo Village Branch,transfer,2,2,4,2025-08-23,positive,4.25,Security measures are top-notch. Feel safe banking here.,
BPI0823N015,N015,BPI Robinson Tower Ortigas,deposit,2,3,5,2025-08-23,positive,4.73,Interest rates are competitive. Happy with my savings account.,
BPI0823N012,N012,BPI Katipunan Loyola Heights Branch,customer service,6,9,15,2025-08-23,positive,4.79,Home loan pre-approval process was smooth and transparent.,
BPI0823N008,N008,BPI Dela Rosa Paseo Branch,loan,25,37,62,2025-08-23,negative,1.65,Loyalty program rewards expired without notification.,
BPI0823B003,B003,BPI J.P. Rizal Branch,transfer,2,2,4,2025-08-23,positive,4.88,Student account benefits are amazing. No fees at all!,
BPI0823N011,N011,BPI - One Ayala,deposit,6,5,11,2025-08-23,positive,3.84,Free ATM usage worldwide saved me hundreds in fees.,
BPI0823B006,B006,BPI Mandaluyong Branch,withdrawal,1,2,3,2025-08-23,neutral,2.69,Account management tools are functional but dated.,
BPI0823N014,N014,BPI Rockwell Branch,deposit,6,5,11,2025-08-23,neutral,2.49,Regular branch. No surprises.,
BPI0823N007,N007,BPI Paco Branch,encashment,3,3,6,2025-08-23,neutral,2.78,Support team is polite and follows standard procedures.,
BPI0823B004,B004,BPI Ortigas Tektite Branch,withdrawal,4,4,8,2025-08-23,positive,4.68,Quick and professional service. Highly recommended branch.,
BPI0823N009,N009,BPI Divisoria Carmen Planas Branch,transfer,5,3,8,2025-08-23,positive,3.16,Fast and accurate processing. Keep up the good work!,
BPI0823N012,N012,BPI SM Southmall Branch,withdrawal,5,4,9,2025-08-23,positive,4.27,Quick and easy. No complaints!,
BPI0823N008,N008,BPI FTI Taguig Branch,deposit,2,2,4,2025-08-23,positive,4.48,Investment portfolio performance has been consistently strong.,
BPI0823N007,N007,BPI Araneta E. Rodriguez Branch,encashment,2,2,4,2025-08-23,positive,4.3,Amazing digital banking features! Mobile app works flawlessly.,
BPI0823B001,B001,BPI Quezon Avenue-EDSA Branch,encashment,4,4,8,2025-08-23,neutral,2.93,Pretty standard bank branch,
BPI0823N012,N012,BPI Ayala Paseo Branch,deposit,1,2,3,2025-08-23,positive,4.47,Foreign exchange rates are better than competitors.,
BPI0823N014,N014,BPI St. Ignatius Katipunan Branch,customer service,4,6,10,2025-08-23,positive,3.78,Fraud protection caught suspicious activity immediately.,
BPI0823N009,N009,BPI Alabang Insular Life Branch,deposit,2,2,4,2025-08-23,positive,4.23,Fast and accurate processing. Keep up the good work!,
BPI0823N015,N015,BPI Sucat Road BF Homes Branch,customer service,17,18,35,2025-08-23,positive,3.3,Branch manager personally handled my complaint. Excellent!,
BPI0823N010,N010,BPI Pasig Blvd. Branch,withdrawal,1,1,2,2025-08-23,positive,5.0,Mobile check deposit feature saves so much time.,
BPI0823B001,B001,BPI Glorietta Mall Ground Level Branch,transfer,7,4,11,2025-08-23,neutral,2.7,Pretty standard bank branch,
BPI0823B008,B008,BPI Scout Limbaga-Tobias Branch,transfer,3,2,5,2025-08-23,neutral,2.84,Policies are clearly stated and consistently applied.,
BPI0823N010,N010,BPI Ayala Malls Circuit Branch,deposit,4,6,10,2025-08-23,neutral,2.6,Account management tools are functional but dated.,
BPI0823N009,N009,BPI Dela Rosa Paseo Branch,transfer,2,2,4,2025-08-23,positive,3.23,Premium banking services justify the additional fees.,
BPI0823N012,N012,BPI San Francisco Del Monte Branch,withdrawal,1,2,3,2025-08-23,positive,3.3,Excellent service! Staff was very helpful and quick processing.,
BPI0823N009,N009,BPI Shangri-La Plaza Branch,deposit,3,2,5,2025-08-23,positive,5.0,"Fast tellers, clean bathrooms lol",
BPI0823N008,N008,BPI Legaspi Columns Branch,withdrawal,7,7,14,2025-08-23,positive,4.85,Insurance products are reasonably priced and comprehensive.,
BPI0823N013,N013,BPI Shaw Boulevard Branch,transfer,4,3,7,2025-08-23,positive,3.27,Wealth management team exceeded my expectations completely.,
BPI0823N011,N011,BPI Pasay D. Macapagal Ave. Branch,deposit,7,6,13,2025-08-23,negative,1.83,Made me wait to close my account,
BPI0823N011,N011,BPI Ayala Triangle Branch,deposit,1,2,3,2025-08-23,positive,3.83,Insurance products are reasonably priced and comprehensive.,
BPI0823N011,N011,BPI Retiro Kanlaon Branch,deposit,7,5,12,2025-08-23,positive,4.2,Business banking solutions perfectly fit our company needs.,
BPI0823N011,N011,BPI Ayala Malls Feliz Branch,deposit,1,2,3,2025-08-23,neutral,2.98,"Average branch, typical banking service provided.",
BPI0823N010,N010,BPI Makati Atrium Branch,transfer,3,2,5,2025-08-23,neutral,2.96,Fair service quality. Expected better but okay overall.,
BPI0823N012,N012,BPI Quezon Avenue Kanlaon Branch,customer service,3,6,9,2025-08-23,positive,3.48,Best bank staff ever! Always smiling,
BPI0823B004,B004,BPI Congressional Avenue Branch,transfer,5,3,8,2025-08-23,neutral,2.69,Normal processing time. Staff did their job adequately.,
BPI0823N013,N013,BPI Morayta-FEU Branch,deposit,1,2,3,2025-08-23,positive,4.59,Free ATM usage worldwide saved me hundreds in fees.,
BPI0823N014,N014,BPI Capitol Hills Branch,transfer,3,2,5,2025-08-23,positive,3.64,"Clean facility, organized queue system. Very satisfied.",
BPI0823N020,N020,BPI Alabang Hills Branch,encashment,2,3,5,2025-08-23,positive,3.36,Customer loyalty program rewards are actually worthwhile.,
BPI0823N017,N017,BPI Alabang Madrigal Park,loan,7,11,18,2025-08-23,positive,3.01,Smooth transaction as always,
BPI0823B001,B001,BPI Grace Park 2nd Ave. Branch,deposit,6,4,10,2025-08-23,positive,3.6,Best bank staff ever! Always smiling,
BPI0823N017,N017,BPI Forbes Park Branch,withdrawal,2,2,4,2025-08-23,positive,4.14,"Great location, helpful people",
BPI0823B004,B004,BPI Vito Cruz Harrison Branch,withdrawal,1,1,2,2025-08-23,neutral,2.84,Customer communication could be more proactive overall.,
BPI0823B003,B003,BPI Vito Cruz Taft Ave Branch,withdrawal,1,2,3,2025-08-23,positive,4.58,Home loan pre-approval process was smooth and transparent.,
BPI0823N015,N015,BPI Pasong Tamo La Fuerza Branch,encashment,8,7,15,2025-08-23,positive,3.96,Fast and accurate processing. Keep up the good work!,
BPI0823N021,N021,BPI Lagro Branch,withdrawal,1,1,2,2025-08-23,positive,4.66,Customer loyalty program rewards are actually worthwhile.,
BPI0823B002,B002,BPI Marikina Branch,account service,8,6,14,2025-08-23,positive,4.6,Modern branch with excellent customer service standards.,
BPI0823N013,N013,BPI Bel-Air Paseo Branch,transfer,1,1,2,2025-08-23,positive,4.18,Teller was courteous and processed my request quickly.,
BPI0823N009,N009,BPI Bonifacio Global City Branch,withdrawal,1,2,3,2025-08-23,positive,4.9,Trust and estate planning services are comprehensive.,
BPI0823N011,N011,BPI Vito Cruz Taft Ave Branch,transfer,2,2,4,2025-08-23,positive,3.34,24/7 customer service actually works! Got help at midnight.,
BPI0823N010,N010,BPI Makati Main Branch,transfer,2,2,4,2025-08-23,positive,3.8,"Professional staff, clean environment. Excellent experience.",
BPI0823N025,N025,BPI Ortigas Sapphire Branch,encashment,3,2,5,2025-08-23,negative,1.96,Website says open but branch was closed. Poor communication.,
BPI0823N011,N011,BPI Chino Roces Ext. Branch,withdrawal,3,3,6,2025-08-23,positive,4.53,Outstanding customer service. Staff went above and beyond.,
BPI0823N015,N015,BPI Paseo De Roxas Branch,withdrawal,2,1,3,2025-08-23,positive,3.88,Investment portfolio performance has been consistently strong.,
BPI0823B006,B006,BPI Buendia Reposo Branch,encashment,4,4,8,2025-08-23,positive,4.51,Great branch! Modern facilities and efficient service.,
BPI0823N010,N010,BPI Mandaluyong Barangka,customer service,6,8,14,2025-08-23,neutral,2.89,Pretty standard bank branch,
BPI0823N013,N013,BPI Gateway,loan,11,17,28,2025-08-23,neutral,2.81,Regular branch. No surprises.,
BPI0823B003,B003,BPI Makati Atrium Branch,deposit,2,3,5,2025-08-23,positive,5.0,Credit score monitoring service is a great value-add.,
BPI0823N018,N018,BPI Alabang Madrigal Park,withdrawal,5,4,9,2025-08-23,positive,4.22,Modern branch with excellent customer service standards.,
BPI0823N010,N010,BPI Binondo Rosario Branch,customer service,4,3,7,2025-08-23,positive,3.72,Home loan pre-approval process was smooth and transparent.,
BPI0823B003,B003,BPI Boni Avenue Branch,deposit,2,2,4,2025-08-23,positive,3.16,Staff remembered my name and preferences. Personal touch appreciated.,
BPI0823N016,N016,BPI Philippine Heart Center Branch,encashment,6,6,12,2025-08-23,positive,3.53,"Professional staff, clean environment. Excellent experience.",
BPI0823N012,N012,BPI Diego Silang - Petron C5 Branch,deposit,1,1,2,2025-08-23,neutral,2.99,Mobile app functions adequately for basic banking needs.,
BPI0823N011,N011,BPI Trinoma Branch,deposit,1,1,2,2025-08-23,neutral,2.72,Acceptable service level. Staff was professional enough.,
BPI0823N011,N011,BPI Buendia Reposo Branch,withdrawal,6,5,11,2025-08-23,positive,3.21,Credit card application processed same day. Impressive!,
BPI0823N011,N011,BPI Waltermart North EDSA Branch,deposit,1,2,3,2025-08-23,neutral,2.5,"Gets the job done, I guess",
BPI0823N015,N015,BPI Roosevelt Branch,transfer,10,6,16,2025-08-23,neutral,2.72,Acceptable service level. Staff was professional enough.,
BPI0823N012,N012,BPI Trinoma Branch,withdrawal,5,4,9,2025-08-23,neutral,2.92,"Regular service, nothing special. Average branch experience.",
BPI0823B006,B006,BPI Blue Ridge Boni Serrano Branch,deposit,9,6,15,2025-08-23,neutral,2.45,"Regular service, nothing special. Average branch experience.",
BPI0823N013,N013,BPI Ayala East Branch,transfer,2,1,3,2025-08-23,neutral,2.86,Standard procedures followed. Nothing remarkable happened.,
BPI0823N012,N012,BPI Timog Avenue Branch,deposit,2,2,4,2025-08-23,neutral,2.31,Customer service resolves issues but takes standard time.,
BPI0823N010,N010,BPI Marikina Gil Fernando Branch,deposit,2,3,5,2025-08-23,positive,3.23,Staff remembered my name. Sweet!,
BPI0823B003,B003,BPI Pasay-Buendia,customer service,9,12,21,2025-08-23,positive,3.07,Quick business account setup. Got everything done in one visit.,
BPI0823N014,N014,BPI Remedios Branch,transfer,4,3,7,2025-08-23,positive,3.02,"Fast transaction, friendly staff. Will come back again.",
BPI0823N009,N009,BPI Medical Plaza Branch,deposit,3,3,6,2025-08-23,positive,4.32,"Fast transaction, friendly staff. Will come back again.",
BPI0823N014,N014,BPI Pasig Mabini Branch,deposit,6,6,12,2025-08-23,positive,3.11,No hassle transaction. Staff was accommodating.,
BPI0823N013,N013,BPI Rufino-Esteban Branch,customer service,10,14,24,2025-08-23,positive,3.22,"Friendly atmosphere, helpful staff. Five stars!",
BPI0823N005,N005,BPI Legarda Branch,encashment,3,3,6,2025-08-23,positive,3.23,Foreign exchange rates are better than competitors.,
BPI0823N013,N013,BPI Mandaluyong Branch,loan,9,14,23,2025-08-23,positive,3.54,Staff remembered my name. Sweet!,
BPI0823B007,B007,BPI Marikina Gil Fernando Branch,withdrawal,6,6,12,2025-08-23,positive,3.56,Customer loyalty program rewards are actually worthwhile.,
BPI0823N012,N012,BPI Ayala Malls Feliz Branch,deposit,4,6,10,2025-08-23,positive,3.63,5 stars! Will definitely return,
BPI0823B002,B002,BPI Paseo De Roxas Branch,transfer,3,2,5,2025-08-23,neutral,2.38,Did what I needed done,
BPI0823N008,N008,BPI Boni Avenue Branch,account service,19,18,37,2025-08-23,neutral,2.27,Standard banking experience here,
BPI0823N015,N015,BPI Congressional Avenue Branch,deposit,6,4,10,2025-08-23,positive,3.52,Loan approval was surprisingly fast. Great rates too!,
BPI0823N008,N008,BPI Araneta E. Rodriguez Branch,transfer,6,4,10,2025-08-23,positive,4.71,Financial planning session was informative and helpful.,
BPI0823N015,N015,BPI Balut Tondo Branch,deposit,1,1,2,2025-08-23,positive,3.63,Investment portfolio performance has been consistently strong.,
BPI0823N009,N009,BPI Boni Avenue Branch,deposit,3,2,5,2025-08-23,positive,4.92,Quick and easy. No complaints!,
BPI0823B003,B003,BPI Pasig Amang Rodriguez Branch,loan,8,11,19,2025-08-23,neutral,2.15,ATM network coverage is decent in most areas.,
BPI0823N010,N010,BPI Shangri-La Plaza Branch,encashment,4,3,7,2025-08-23,neutral,2.82,Standard banking service. Met basic expectations.,
BPI0823N010,N010,BPI Bonifacio Global City Branch,deposit,7,7,14,2025-08-23,positive,4.36,Credit score monitoring service is a great value-add.,
BPI0823B003,B003,BPI Binondo Rosario Branch,transfer,2,1,3,2025-08-23,positive,4.43,No wait time today. Perfect!,
BPI0823N014,N014,BPI Ayala East Branch,encashment,6,6,12,2025-08-23,positive,4.73,Smooth transaction from start to finish. Well done!,
BPI0823N008,N008,BPI Valenzuela Paso De Blas Branch,deposit,2,1,3,2025-08-23,positive,4.18,Investment advice was spot on. Made good returns this year.,
BPI0823N015,N015,BPI Juan Luna Recto Branch,account service,6,7,13,2025-08-23,positive,3.07,"Clean facility, organized setup",
BPI0823N011,N011,BPI Grace Park 11Th Ave Branch,withdrawal,1,1,2,2025-08-23,neutral,2.53,Services are comparable to other banks in the area.,
BPI0823B003,B003,BPI Caloocan Branch,withdrawal,5,4,9,2025-08-23,positive,3.59,Security measures are top-notch. Feel safe banking here.,
BPI0823N016,N016,BPI Robinson Tower Ortigas,withdrawal,7,4,11,2025-08-23,positive,3.87,Insurance products are reasonably priced and comprehensive.,
BPI0823N012,N012,BPI Pasay D. Macapagal Ave. Branch,customer service,5,6,11,2025-08-23,positive,3.78,Branch renovation looks modern and welcoming now.,
BPI0823N013,N013,BPI Katipunan Loyola Heights Branch,withdrawal,4,5,9,2025-08-23,positive,4.45,Investment portfolio performance has been consistently strong.,
BPI0823N015,N015,BPI Malabon Panghulo Branch,customer service,4,7,11,2025-08-23,positive,4.24,Investment portfolio performance has been consistently strong.,
BPI0823N011,N011,BPI Ali Mall Cubao Branch,withdrawal,1,1,2,2025-08-23,positive,3.17,Educational workshops on financial literacy were excellent.,
BPI0823N008,N008,BPI Paco Branch,customer service,9,14,23,2025-08-23,positive,3.37,Credit card application processed same day. Impressive!,
BPI0823N011,N011,BPI J.P. Rizal Branch,withdrawal,1,1,2,2025-08-23,positive,3.92,No hassle transaction. Staff was accommodating.,
